timestamp,open,high,low,close,volume
1784571300,325.46,326.49,325.4,325.98,1338282
1784572200,325.98,326.91,325.31,325.47,1576126
1784573100,325.47,327.37,325.45,326.75,1213736
1784574000,326.77,328.56,326.75,328.19,1478786
1784574900,328.18,329.09,327.77,329.02,1492750
1784575800,329.01,329.76,327.97,328.04,2067897
1784576700,328.05,328.33,326.0,326.7,3458912
1784577600,326.68,326.99,326.59,326.71,1196660
1784578500,326.7,327.17,326.41,327.1,22976
1784579400,326.88,327.17,326.59,326.9,78968
1784580300,326.89,327.09,326.71,326.95,13213
1784581200,326.85,327.2,326.85,326.89,3260
1784582100,326.9,326.97,326.85,326.85,4344
1784583000,326.6,326.86,326.6,326.65,67804
1784583900,326.83,326.83,326.65,326.8,2455
1784584800,326.65,326.66,325.82,326.06,20292
1784585700,326.0,326.44,325.82,325.95,6789
1784586600,325.81,325.95,325.46,325.6,8728
1784587500,325.65,325.65,325.27,325.32,8652
1784588400,325.32,325.78,325.3,325.53,13969
1784589300,325.73,326.44,325.73,326.3,6017
1784590200,326.52,326.59,326.13,326.48,4748
1784591100,326.5,326.58,325.78,326.0,21312
1784620800,326.3,326.98,324.56,325.0,63513
1784621700,325.0,325.07,324.62,324.69,6629
1784622600,324.83,325.12,324.13,324.69,29931
1784623500,324.42,324.97,324.42,324.6,7618
1784624400,324.51,324.77,324.5,324.75,8115
1784625300,324.67,325.16,324.67,325.0,8184
1784626200,324.86,325.14,324.78,324.98,1884
1784627100,324.89,325.25,324.83,325.02,8981
1784628000,325.04,325.44,324.95,325.31,7116
1784628900,325.48,325.48,324.95,325.0,3933
1784629800,324.95,325.22,324.84,325.22,3894
1784630700,324.94,325.1,324.9,324.98,3520
1784631600,324.98,325.2,324.65,324.8,24277
1784632500,324.81,325.19,324.8,325.19,15856
1784633400,325.21,325.4,325.09,325.3,10304
1784634300,325.25,325.45,324.97,324.97,18945
1784635200,325.0,327.41,324.9,324.92,18582
1784636100,324.9,325.24,324.5,324.83,25005
1784637000,324.73,325.4,324.51,325.0,33305
1784637900,325.07,325.29,324.95,325.19,15139
1784638800,325.1,325.47,324.9,325.46,18705
1784639700,325.45,325.66,322.0,323.2,180120
1784640600,323.13,325.61,322.38,324.82,3944695
1784641500,324.82,324.89,322.22,324.11,2122333
1784642400,324.12,326.16,323.97,326.07,1857743
1784643300,326.07,327.03,325.68,326.7,1241130
1784644200,326.71,327.35,326.23,327.3,937534
1784645100,327.29,327.46,326.71,327.09,789021
1784646000,327.1,327.98,326.1,327.45,1224937
1784646900,327.5,328.45,327.21,328.38,1052820
1784647800,328.38,328.7,327.75,328.48,971397
1784648700,328.46,328.98,327.98,328.77,786340
1784649600,328.76,329.6,328.56,329.57,800766
1784650500,329.56,329.6,328.56,328.62,958280
1784651400,328.62,328.83,327.57,327.95,884491
1784652300,327.95,328.5,327.42,328.43,994182
1784653200,328.44,328.76,327.71,328.22,991596
1784654100,328.22,328.49,327.0,327.07,974428
1784655000,327.07,327.31,326.72,326.9,1612349
1784655900,326.94,327.87,326.92,327.67,679824
1784656800,327.68,327.79,327.21,327.5,584425
1784657700,327.51,327.62,326.94,327.24,722406
1784658600,327.25,328.34,327.18,328.21,669050
1784659500,328.21,328.39,327.98,328.16,652868
1784660400,328.16,328.49,327.6,327.7,774063
1784661300,327.7,328.1,327.51,327.94,895398
1784662200,327.93,328.1,327.57,327.77,1045313
1784663100,327.75,328.1,326.43,327.59,2645226
1784664000,327.74,327.89,325.23,325.25,1203368
1784664900,325.21,327.74,325.13,325.5,272547
1784665800,325.7,327.74,325.43,325.5,19530
1784666700,325.5,325.56,325.2,325.3,18835
1784667600,325.25,325.4,325.2,325.25,13230
1784668500,325.25,325.4,325.09,325.12,9903
1784669400,325.11,325.43,325.08,325.4,10637
1784670300,325.35,325.48,325.23,325.32,7329
1784671200,325.32,325.42,325.1,325.14,10446
1784672100,325.13,325.4,324.75,324.83,16243
1784673000,324.62,324.8,324.31,324.45,17491
1784673900,324.4,324.7,324.3,324.42,8299
1784674800,324.55,324.7,324.3,324.56,6558
1784675700,324.5,324.6,324.29,324.35,8700
1784676600,324.38,324.74,324.21,324.23,10535
1784677500,324.24,324.58,324.15,324.5,13108
1784707200,326.34,327.72,325.92,326.5,90372
1784708100,326.79,326.9,326.36,326.9,7054
1784709000,326.89,327.2,326.71,327.2,3824
1784709900,327.2,327.72,327.01,327.72,8470
1784710800,327.39,327.7,327.11,327.12,5050
1784711700,327.13,327.38,326.63,326.8,7479
1784712600,326.81,327.49,326.81,327.08,2325
1784713500,327.08,327.47,326.81,327.05,8669
1784714400,327.05,327.1,326.7,326.82,4893
1784715300,326.79,327.25,326.76,327.0,3915
1784716200,326.98,327.32,326.86,327.0,5918
1784717100,327.0,327.49,326.98,327.11,4146
1784718000,327.05,327.22,326.58,327.1,15055
1784718900,327.1,327.42,326.88,327.2,16508
1784719800,327.0,327.55,327.0,327.35,17024
1784720700,327.32,327.39,327.0,327.29,15387
1784721600,327.49,327.95,327.3,327.8,17891
1784722500,327.72,327.94,327.6,327.66,14769
1784723400,327.7,328.12,327.32,327.64,30080
1784724300,327.6,327.68,327.17,327.52,11090
1784725200,327.51,327.83,327.41,327.53,19844
1784726100,327.6,327.86,326.89,327.86,31568
1784727000,327.87,329.0,325.69,326.2,2389467
1784727900,326.24,327.33,325.72,325.94,1299842
1784728800,325.96,326.15,324.91,324.98,1114609
1784729700,324.98,325.38,324.33,324.48,1396686
1784730600,324.5,325.0,324.07,324.83,1035776
1784731500,324.78,325.62,324.7,325.6,1075961
1784732400,325.6,325.67,324.12,324.32,818734
1784733300,324.3,325.81,324.21,325.8,770023
1784734200,325.76,325.89,325.2,325.37,1162032
1784735100,325.37,325.5,324.93,325.07,671550
1784736000,325.07,325.08,324.37,324.45,725035
1784736900,324.45,325.04,324.45,324.88,1323095
1784737800,324.88,324.95,323.81,324.53,931295
1784738700,324.53,324.64,324.07,324.23,634833
1784739600,324.21,324.26,323.59,323.96,882836
1784740500,323.95,324.13,323.34,323.67,546232
1784741400,323.67,324.0,323.56,323.9,446987
1784742300,323.89,323.96,323.7,323.94,341080
1784743200,323.94,324.02,323.61,323.88,495880
1784744100,323.88,324.0,323.71,323.93,364132
1784745000,323.93,324.5,323.81,324.43,650643
1784745900,324.43,324.7,324.18,324.3,629846
1784746800,324.3,324.5,324.16,324.43,596701
1784747700,324.44,324.57,324.26,324.44,655400
1784748600,324.44,324.6,323.98,324.45,1145019
1784749500,324.44,326.91,324.41,325.87,4324303
1784750400,325.9,326.7,325.65,326.0,1715082
1784751300,326.0,326.11,325.52,325.57,17996
1784752200,325.58,325.99,325.55,325.8,19739
1784753100,325.89,326.04,325.7,326.04,15363
1784754000,326.06,326.1,325.31,325.76,16494
1784754900,325.25,326.09,325.25,325.81,28202
1784755800,325.99,326.04,325.8,325.95,15223
1784756700,325.85,326.04,325.49,325.66,11875
1784757600,325.74,326.08,325.29,325.86,12726
1784758500,325.74,326.2,325.0,325.51,19959
1784759400,325.44,325.46,325.01,325.01,7052
1784760300,325.47,325.5,325.05,325.5,7631
1784761200,325.24,325.83,325.13,325.79,6794
1784762100,325.82,325.89,325.21,325.79,4212
1784763000,325.4,325.77,325.34,325.5,2339
1784763900,325.6,325.82,325.53,325.74,6094
1784793600,325.0,325.89,323.61,324.7,60159
1784794500,324.6,324.65,324.4,324.65,1092
1784795400,324.54,324.54,324.35,324.35,428
1784796300,324.41,324.41,324.3,324.3,1180
1784797200,324.25,324.44,323.6,324.02,6755
1784798100,324.0,324.33,323.9,324.33,1763
1784799000,324.15,324.36,324.15,324.26,2576
1784799900,324.27,324.27,324.06,324.06,3339
1784800800,324.26,324.26,323.75,323.98,2569
1784801700,323.91,323.99,323.75,323.81,2726
1784802600,323.88,324.26,323.88,324.03,1091
1784803500,324.03,324.25,323.99,324.24,2552
1784804400,324.03,324.25,323.2,323.5,33818
1784805300,323.3,324.25,323.18,324.0,25193
1784806200,323.91,323.91,323.0,323.07,28354
1784807100,323.09,323.4,322.4,323.09,52980
1784808000,323.0,325.08,322.69,323.67,38650
1784808900,323.88,323.99,323.59,323.8,101226
1784809800,323.87,324.58,323.63,323.84,37607
1784810700,323.92,324.13,323.13,323.34,75334
1784811600,323.4,324.17,323.37,323.89,44330
1784812500,324.06,324.25,320.31,321.62,201525
1784813400,321.73,323.3,320.8,320.84,2757370
1784814300,320.85,321.07,319.35,320.07,1947717
1784815200,320.15,321.93,319.8,320.79,1405035
1784816100,320.81,321.76,320.22,321.46,930169
1784817000,321.46,322.93,321.46,321.87,885443
1784817900,321.89,322.02,320.84,321.27,854728
1784818800,321.29,322.01,320.71,321.85,1187402
1784819700,321.82,322.29,321.17,321.28,1036394
1784820600,321.29,321.32,320.57,320.86,742797
1784821500,320.86,321.06,320.44,320.86,571000
1784822400,320.89,321.55,320.34,321.45,581052
1784823300,321.46,321.51,320.07,320.36,2896949
1784824200,320.33,320.56,320.0,320.56,677243
1784825100,320.54,320.86,320.25,320.61,613275
1784826000,320.62,321.01,320.34,320.63,537556
1784826900,320.63,321.05,320.3,320.87,412769
1784827800,320.87,321.05,320.36,320.65,524699
1784828700,320.64,321.4,320.38,320.51,565238
1784829600,320.51,320.65,320.0,320.14,927404
1784830500,320.14,320.44,320.03,320.26,533632
1784831400,320.27,320.49,319.76,320.0,1493208
1784832300,320.02,320.72,320.02,320.72,549229
1784833200,320.71,321.01,320.35,320.72,838702
1784834100,320.73,321.2,320.33,320.42,876694
1784835000,320.38,321.23,320.04,321.12,1041844
1784835900,321.11,321.98,320.45,321.57,3242636
1784836800,321.66,322.0,320.5,320.8,1488692
1784837700,320.5,321.21,320.5,320.9,11448
1784838600,320.9,321.66,320.9,321.0,28658
1784839500,320.9,320.98,320.51,320.56,922538
1784840400,320.64,320.92,320.5,320.85,6440
1784841300,320.86,321.2,320.86,321.01,7385
1784842200,321.03,321.09,320.69,320.95,2168
1784843100,321.0,321.06,320.88,320.9,2077
1784844000,320.97,321.2,320.77,321.2,4638
1784844900,321.16,321.41,321.11,321.25,1481
1784845800,321.29,321.66,321.23,321.54,8377
1784846700,321.61,321.65,321.47,321.63,5511
1784847600,321.61,321.65,321.26,321.31,3198
1784848500,321.33,321.5,321.31,321.31,2259
1784849400,321.3,321.3,321.04,321.11,3043
1784850300,321.11,321.42,321.11,321.39,2117
1784880000,321.07,322.06,319.83,322.05,69557
1784880900,322.0,322.82,322.0,322.58,7009
1784881800,322.5,322.6,322.0,322.04,4177
1784882700,322.11,322.11,322.01,322.01,544
1784883600,322.07,322.07,321.72,321.72,1793
1784884500,321.69,322.34,321.61,322.34,16272
1784885400,322.36,322.7,322.16,322.39,2516
1784886300,322.31,322.36,322.29,322.36,1681
1784887200,322.32,322.32,322.22,322.22,219
1784888100,322.15,322.26,321.93,321.93,989
1784889000,321.98,322.48,321.96,322.47,6035
1784889900,322.47,322.69,322.33,322.6,4941
1784890800,322.33,322.97,322.15,322.7,8425
1784891700,322.7,322.8,322.5,322.65,2522
1784892600,322.5,322.64,322.35,322.35,3386
1784893500,322.38,322.62,322.27,322.52,8163
1784894400,322.81,322.81,322.27,322.5,5109
1784895300,322.74,322.8,322.35,322.5,7778
1784896200,322.66,322.66,322.15,322.15,3268
1784897100,322.09,322.2,321.55,321.8,14587
1784898000,321.72,321.79,321.56,321.58,6139
1784898900,321.58,322.16,321.55,321.6,38416
1784899800,321.79,325.99,321.62,325.7,2431819
1784900700,325.61,327.76,325.5,326.86,2298174
1784901600,326.86,328.65,326.79,328.02,2040849
1784902500,328.03,329.44,327.8,328.8,1573682
1784903400,328.8,329.79,328.71,329.4,1495578
1784904300,329.4,330.23,329.18,329.96,1735483
1784905200,329.96,331.4,329.71,331.27,1546885
1784906100,331.28,331.93,331.02,331.76,1493716
1784907000,331.77,333.26,331.67,332.82,1862231
1784907900,332.81,333.64,332.72,333.05,1685551
1784908800,333.02,334.1,332.66,333.21,1768068
1784909700,333.22,334.37,332.96,333.72,1305602
1784910600,333.69,333.93,333.36,333.58,932697
1784911500,333.56,333.72,332.68,333.18,828925
1784912400,333.19,334.22,332.38,332.5,1184764
1784913300,332.53,332.77,332.15,332.4,900315
1784914200,332.41,333.19,332.36,332.92,813791
1784915100,332.92,333.1,332.63,332.65,571903
1784916000,332.64,333.17,332.43,332.44,626385
1784916900,332.44,332.75,332.13,332.26,768818
1784917800,332.26,332.62,332.06,332.23,1124866
1784918700,332.23,333.18,332.2,332.93,837975
1784919600,332.96,333.23,332.53,332.76,3243212
1784920500,332.75,333.1,332.46,332.49,1041697
1784921400,332.48,332.77,332.26,332.76,1280034
1784922300,332.75,333.45,331.85,333.07,3439653
1784923200,333.02,333.5,332.4,333.42,358647
1784924100,333.43,333.7,333.41,333.45,33964
1784925000,333.46,333.59,333.02,333.59,104574
1784925900,333.6,333.69,333.36,333.58,14089
1784926800,333.41,333.5,333.33,333.33,4179
1784927700,333.39,333.52,333.39,333.42,8388
1784928600,333.52,333.88,333.42,333.57,18451
1784929500,333.63,333.86,333.63,333.79,4964
1784930400,333.85,333.85,333.76,333.76,3596
1784931300,333.72,333.75,333.58,333.65,3089
1784932200,333.64,333.65,333.49,333.5,7976
1784933100,333.42,333.6,333.39,333.42,5465
1784934000,333.42,333.6,333.42,333.49,5396
1784934900,333.52,333.64,333.46,333.63,3584
1784935800,333.59,333.64,333.51,333.55,8225
1784936700,333.55,333.84,333.52,333.8,10625
1785139200,334.3,335.97,333.51,334.54,105733
1785140100,334.4,334.59,334.0,334.31,6161
1785141000,334.22,334.5,333.9,334.14,10783
1785141900,334.0,334.0,333.6,333.83,8589
1785142800,333.78,334.01,333.78,334.0,2799
1785143700,333.99,334.0,333.51,333.6,10107
1785144600,333.95,333.95,333.26,333.54,11636
1785145500,333.67,333.7,333.5,333.5,4713
1785146400,333.31,333.5,333.2,333.5,5795
1785147300,333.51,333.7,333.3,333.64,3936
1785148200,333.67,333.71,333.34,333.55,13240
1785149100,333.5,333.7,333.42,333.69,7104
1785150000,333.7,334.44,333.6,333.95,67446
1785150900,333.71,334.36,333.56,333.56,33465
1785151800,333.56,333.95,332.75,333.63,56936
1785152700,333.6,334.3,333.6,334.18,18290
1785153600,334.3,334.76,332.19,334.3,21967
1785154500,334.5,334.6,334.2,334.23,25626
1785155400,334.28,334.3,333.84,333.85,43529
1785156300,333.88,334.1,333.82,333.96,19506
1785157200,333.99,334.4,333.94,334.1,53091
1785158100,334.08,335.05,333.41,334.92,170820
1785159000,334.54,337.12,334.1,335.03,3670495
1785159900,335.02,336.78,334.02,335.58,2244398
1785160800,335.62,336.9,335.25,336.6,2080332
1785161700,336.6,338.14,336.57,337.69,2528916
1785162600,337.7,337.91,336.23,336.32,2656345
1785163500,336.32,338.34,336.11,338.2,1958512
1785164400,338.25,339.5,338.18,339.05,2060908
1785165300,339.05,339.21,338.26,338.74,1086888
1785166200,338.73,339.57,337.08,338.26,2982864
1785167100,338.29,338.56,336.75,337.06,1993047
1785168000,337.04,337.53,336.95,337.31,767565
1785168900,337.32,338.01,337.19,337.48,810209
1785169800,337.46,338.13,336.55,336.74,777101
1785170700,336.74,336.8,336.02,336.66,911325
1785171600,336.68,336.79,335.91,336.34,855653
1785172500,336.33,336.75,335.67,336.05,771284
1785173400,336.07,336.8,336.0,336.26,588348
1785174300,336.29,336.3,335.29,335.52,1095550
1785175200,335.54,335.88,335.05,335.63,784059
1785176100,335.63,336.0,335.08,335.16,672650
1785177000,335.15,335.2,334.7,335.04,942465
1785177900,335.04,336.24,335.0,335.85,660274
1785178800,335.85,335.85,335.25,335.6,659795
1785179700,335.58,335.95,335.52,335.72,1221968
1785180600,335.72,336.44,335.65,336.23,1001256
1785181500,336.24,337.23,335.72,336.92,2615420
1785182400,336.91,337.19,336.89,336.95,767244
1785183300,336.99,337.0,336.54,336.56,12126
1785184200,336.91,336.99,336.65,336.99,199194
1785185100,336.95,336.98,336.4,336.52,22124
1785186000,336.51,336.91,336.3,336.47,27746
1785186900,336.5,336.52,336.4,336.4,3557
1785187800,336.46,336.52,336.37,336.5,6248
1785188700,336.52,336.9,336.46,336.78,5333
1785189600,336.79,337.0,336.7,336.71,8280
1785190500,336.8,336.94,336.68,336.68,1552
1785191400,336.71,336.72,336.41,336.41,5025
1785192300,336.44,336.7,336.4,336.68,2404
1785193200,336.5,337.0,336.5,336.86,8175
1785194100,336.74,337.0,336.74,336.97,12862
1785195000,336.92,336.98,336.75,336.92,3230
1785195900,336.9,337.47,336.85,337.31,13209
1785225600,337.12,338.43,337.05,337.8,68179
1785226500,338.0,338.4,337.93,338.2,3804
1785227400,338.38,338.39,338.2,338.25,8305
1785228300,338.18,338.5,338.09,338.36,7954
1785229200,338.6,338.78,338.07,338.33,16212
1785230100,338.15,338.5,338.15,338.48,6551
1785231000,338.49,339.0,338.36,338.9,8715
1785231900,338.88,339.4,338.53,338.77,10438
1785232800,338.91,339.0,338.71,338.93,7834
1785233700,338.93,339.0,338.8,338.98,13822
1785234600,339.0,339.0,338.76,339.0,18687
1785235500,338.96,339.0,338.53,338.7,11785
1785236400,338.58,339.0,338.45,338.91,39898
1785237300,338.95,339.0,338.59,338.59,47389
1785238200,338.74,338.74,338.27,338.43,30512
1785239100,338.35,338.69,338.12,338.56,14984
1785240000,338.52,338.63,338.18,338.38,32656
1785240900,338.38,339.0,338.21,339.0,45520
1785241800,339.0,339.45,338.4,339.31,45882
1785242700,339.33,339.48,338.95,339.11,38844
1785243600,339.07,339.86,338.12,339.39,113710
1785244500,339.36,340.46,338.07,340.14,215252
1785245400,340.03,342.89,337.71,338.43,6080416
1785246300,338.42,339.61,337.15,337.5,2848614
1785247200,337.59,338.12,335.6,336.91,2014145
1785248100,336.97,338.28,336.95,337.96,1795006
1785249000,337.98,338.79,337.21,338.17,1573058
1785249900,338.17,338.39,336.92,337.06,1444386
1785250800,337.04,339.48,336.6,339.09,1595735
1785251700,339.09,339.67,338.61,339.27,1184247
1785252600,339.24,339.9,339.0,339.67,1470566
1785253500,339.69,339.88,339.03,339.66,738150
1785254400,339.66,339.99,339.46,339.82,779384
1785255300,339.82,340.14,339.51,339.81,1055175
1785256200,339.83,340.58,339.39,339.45,1006975
1785257100,339.47,339.98,338.94,339.77,861463
1785258000,339.79,339.89,339.02,339.1,650162
1785258900,339.1,339.51,338.93,339.03,587625
1785259800,339.02,339.79,339.0,339.52,699977
1785260700,339.5,340.02,339.46,339.75,784180
1785261600,339.75,339.84,339.41,339.56,948918
1785262500,339.57,340.16,339.43,339.85,790232
1785263400,339.86,339.89,338.27,338.4,985411
1785264300,338.41,339.56,338.41,339.35,824529
1785265200,339.35,339.68,339.16,339.17,885077
1785266100,339.16,339.52,339.03,339.2,894710
1785267000,339.19,340.15,339.1,340.02,2392767
1785267900,340.01,340.54,338.07,340.2,4022020
1785268800,340.21,340.46,339.91,340.25,1374392
1785269700,340.31,340.33,340.08,340.1,16818
1785270600,340.1,340.22,339.7,339.86,34050
1785271500,339.84,339.9,339.69,339.87,8277
1785272400,339.82,340.0,339.8,339.9,5383
1785273300,339.9,339.95,339.8,339.81,4118
1785274200,339.87,339.95,339.87,339.95,4065
1785275100,339.95,340.0,339.87,339.87,6069
1785276000,339.98,340.03,339.81,339.81,8703
1785276900,339.65,339.85,339.5,339.82,7105
1785277800,339.64,339.79,339.32,339.32,6125
1785278700,339.25,340.52,339.23,340.5,38514
1785279600,340.48,340.6,339.87,340.57,19733
1785280500,340.43,340.78,340.17,340.5,21327
1785281400,340.4,340.87,340.15,340.87,19074
1785282300,340.85,341.58,340.6,341.25,45657
1785312000,341.25,344.51,340.0,341.7,194515
1785312900,341.59,341.7,341.27,341.39,5193
1785313800,341.45,341.7,341.4,341.5,3573
1785314700,341.49,341.5,341.25,341.44,3693
1785315600,341.5,341.5,340.3,340.32,17760
1785316500,340.39,340.78,340.3,340.7,3973
1785317400,340.7,340.7,339.49,339.5,13149
1785318300,339.47,339.68,338.69,339.23,18357
1785319200,339.57,339.81,339.0,339.4,9006
1785320100,339.67,339.84,339.54,339.75,8029
1785321000,339.75,340.38,339.75,340.38,10376
1785321900,340.41,341.22,340.4,341.01,13342
1785322800,341.11,341.48,340.52,340.72,45904
1785323700,340.75,340.95,340.52,340.9,10434
1785324600,340.86,341.14,340.65,341.14,12310
1785325500,340.95,341.11,340.75,340.75,11447
1785326400,340.79,340.84,340.2,340.31,20845
1785327300,340.3,340.39,339.5,339.54,36657
1785328200,339.58,339.75,338.0,339.3,151019
1785329100,339.3,339.46,338.66,339.0,34943
1785330000,338.99,339.1,338.5,339.1,25556
1785330900,339.1,339.89,338.5,339.64,64433
1785331800,339.73,342.23,339.56,341.56,3545010
1785332700,341.55,343.67,341.53,342.87,2852355
1785333600,342.82,343.48,341.72,341.82,2247470
1785334500,341.82,342.09,340.71,341.16,1524574
1785335400,341.17,341.74,340.91,341.59,1194310
1785336300,341.57,341.7,340.12,340.39,1386967
1785337200,340.4,340.58,339.52,339.98,1465175
1785338100,339.97,340.33,339.65,339.81,844209
1785339000,339.83,340.68,339.76,340.09,1062047
1785339900,340.09,341.23,340.06,341.06,1001140
1785340800,341.09,341.15,340.63,340.83,652633
1785341700,340.8,341.57,340.68,341.27,830620
1785342600,341.25,341.41,340.05,340.54,631674
1785343500,340.56,341.31,340.3,341.31,603743
1785344400,341.33,342.32,341.12,342.32,1109324
1785345300,342.32,343.45,342.12,342.72,1468490
1785346200,342.69,343.4,342.35,343.05,964151
1785347100,343.06,343.34,342.66,343.21,884960
1785348000,343.19,344.57,343.04,343.7,2213624
1785348900,343.69,344.03,343.17,343.59,1061914
1785349800,343.59,343.94,342.97,343.69,1237055
1785350700,343.69,343.89,342.74,342.9,1051728
1785351600,342.9,343.0,341.91,342.42,1344822
1785352500,342.39,342.87,341.33,341.53,1179046
1785353400,341.55,341.56,339.32,339.58,1704976
1785354300,339.58,340.33,337.35,338.05,6940743
1785355200,338.2,338.44,337.12,338.07,2455678
1785356100,338.04,338.51,337.88,338.51,48337
1785357000,338.35,339.38,338.01,338.47,50390
1785357900,338.53,339.06,338.1,339.0,54273
1785358800,339.0,340.0,338.19,339.92,244903
1785359700,339.87,340.16,339.13,339.3,60653
1785360600,339.3,339.37,339.0,339.0,33395
1785361500,339.04,339.55,339.04,339.48,25561
1785362400,339.48,340.8,339.01,339.69,41121
1785363300,339.6,339.85,338.87,338.92,39191
1785364200,338.9,339.4,338.9,339.1,16517
1785365100,339.08,339.6,339.0,339.4,12301
1785366000,339.2,340.2,339.06,339.49,24037
1785366900,339.77,340.18,339.35,340.09,21453
1785367800,340.2,340.2,339.5,339.71,20505
1785368700,339.99,340.4,339.89,340.15,23238
1785398400,338.4,339.49,337.52,339.35,82370
1785399300,339.48,339.48,339.03,339.05,4825
1785400200,339.04,339.04,338.75,338.8,3183
1785401100,338.8,338.92,338.67,338.75,4259
1785402000,338.68,338.75,338.52,338.75,5564
1785402900,338.84,339.15,338.84,338.86,1951
1785403800,338.78,338.91,338.62,338.74,1537
1785404700,338.63,338.7,338.33,338.33,4815
1785405600,338.34,338.34,337.9,338.0,12905
1785406500,337.94,338.0,336.63,336.91,23378
1785407400,336.66,337.2,335.44,336.91,29422
1785408300,336.98,337.26,336.21,336.99,16988
1785409200,336.82,337.0,335.75,336.64,69908
1785410100,336.41,336.76,336.01,336.01,35078
1785411000,336.01,336.7,336.0,336.05,25442
1785411900,336.0,336.42,336.0,336.3,252759
1785412800,336.2,337.0,335.88,336.01,73886
1785413700,336.1,336.42,335.75,335.75,57319
1785414600,335.75,336.35,334.75,335.2,116133
1785415500,335.25,335.48,334.81,335.13,82193
1785416400,335.13,335.95,334.81,335.7,86974
1785417300,335.9,336.6,332.5,333.1,302550
1785418200,333.1,334.48,330.71,332.18,4935767
1785419100,332.18,333.18,331.23,332.15,2931228
1785420000,332.08,332.87,330.35,331.38,2656953
1785420900,331.4,332.3,331.11,331.31,1720652
1785421800,331.31,332.24,329.59,332.08,2452056
1785422700,332.07,332.64,331.5,332.33,1475665
1785423600,332.34,333.03,331.34,331.5,1646000
1785424500,331.49,332.07,331.02,331.24,1194603
1785425400,331.24,332.35,331.15,332.14,2318402
1785426300,332.15,332.42,331.34,331.76,1086285
1785427200,331.75,331.75,330.63,331.21,1375294
1785428100,331.2,332.6,331.1,332.09,1281911
1785429000,332.09,332.25,331.4,332.12,1138039
1785429900,332.12,332.37,331.56,331.61,1154996
1785430800,331.61,332.85,331.61,332.71,855379
1785431700,332.72,332.77,331.99,332.09,878482
1785432600,332.08,332.78,331.72,332.65,763814
1785433500,332.64,333.32,332.46,333.3,788544
1785434400,333.31,333.98,333.01,333.27,1144731
1785435300,333.28,333.75,332.73,333.1,939646
1785436200,333.12,333.76,332.9,333.53,854720
1785437100,333.54,334.09,333.42,333.75,967982
1785438000,333.74,334.02,333.41,333.65,1262477
1785438900,333.66,333.95,333.13,333.18,1680709
1785439800,333.16,333.58,332.8,333.0,2016765
1785440700,333.01,334.75,332.28,333.86,4020047
1785441600,333.87,335.65,333.31,334.42,3608755
1785442500,334.42,335.77,334.1,335.42,286984
1785443400,335.49,339.14,318.93,320.2,3404247
1785444300,320.27,321.16,317.55,318.18,2069561
1785445200,318.12,333.43,316.75,319.11,837053
1785446100,319.28,320.74,305.75,308.03,2010611
1785447000,308.09,311.0,305.06,309.9,1861097
1785447900,309.95,312.12,307.87,311.15,825833
1785448800,311.09,312.5,310.67,311.4,421073
1785449700,311.4,312.2,310.88,311.75,313211
1785450600,311.75,313.84,311.75,313.81,285214
1785451500,313.82,313.85,312.51,313.25,188066
1785452400,313.27,314.0,313.14,313.9,132763
1785453300,313.97,315.06,313.31,314.6,172038
1785454200,314.54,314.78,312.1,312.6,192263
1785455100,312.6,313.5,312.3,312.33,123213
