ticker,timestamp,open,high,low,close,volume
AAPL,1789050600,319.01,320.85,318.87,320.05,1636864
AAPL,1789051500,320.06,323.19,319.79,323.01,2772610
AAPL,1789052400,323.04,323.37,321.77,321.94,2429486
AAPL,1789053300,321.92,323.82,321.59,323.71,1874582
AAPL,1789054200,323.67,324.35,322.38,322.49,2759939
AAPL,1789055100,322.46,322.63,319.21,319.57,3229742
AAPL,1789056000,319.56,320.49,319.2,320.13,1935735
AAPL,1789056900,320.13,321.92,319.96,321.9,1702118
AAPL,1789057800,321.86,324.73,321.26,324.48,2790858
AAPL,1789058700,324.49,324.83,323.03,323.36,2619800
AAPL,1789059600,323.35,323.99,322.85,323.55,1297300
AAPL,1789060500,323.56,324.87,323.42,324.82,1672929
AAPL,1789061400,324.84,325.68,324.35,325.44,2668863
AAPL,1789062300,325.44,325.65,324.95,325.01,1409855
AAPL,1789063200,325.02,325.19,323.45,323.65,1562872
AAPL,1789064100,323.65,324.47,323.38,324.12,1203716
AAPL,1789065000,324.11,324.56,323.63,324.4,930497
AAPL,1789065900,324.4,325.5,324.21,325.37,1316639
AAPL,1789066800,325.38,325.88,324.94,325.79,1603268
AAPL,1789067700,325.79,326.12,325.19,325.29,1605045
AAPL,1789068600,325.27,325.83,325.17,325.4,1438941
AAPL,1789069500,325.37,326.74,325.17,326.6,4141634
AAPL,1789070400,326.52,326.72,326.29,326.49,424920
AAPL,1789071300,326.5,326.57,326.42,326.44,71063
AAPL,1789072200,326.44,326.57,326.0,326.11,131261
AAPL,1789073100,326.1,326.2,325.9,325.93,51738
AAPL,1789074000,325.92,326.57,325.85,325.86,23854
AAPL,1789074900,325.9,325.98,325.85,325.94,17681
AAPL,1789075800,325.9,326.1,325.85,326.05,16917
AAPL,1789076700,326.0,326.31,326.0,326.22,12853
AAPL,1789077600,326.26,326.44,326.21,326.39,13696
AAPL,1789078500,326.36,326.49,326.22,326.22,13524
AAPL,1789079400,326.26,326.26,326.05,326.2,7851
AAPL,1789080300,326.09,326.3,326.0,326.02,8770
AAPL,1789081200,326.02,326.15,326.0,326.08,8567
AAPL,1789082100,326.0,326.07,325.75,325.75,15791
AAPL,1789083000,325.75,325.9,325.67,325.9,9462
AAPL,1789083900,325.91,325.98,325.75,325.8,20612
AAPL,1789113600,325.85,326.7,325.5,325.93,104202
AAPL,1789114500,325.91,326.5,325.88,326.02,6451
AAPL,1789115400,326.01,326.2,325.13,325.2,14622
AAPL,1789116300,325.18,326.0,325.13,325.75,8029
AAPL,1789117200,325.75,326.2,325.67,325.67,6027
AAPL,1789118100,325.63,325.73,325.26,325.4,14946
AAPL,1789119000,325.5,325.65,325.32,325.58,4248
AAPL,1789119900,325.7,326.0,325.65,325.82,6909
AAPL,1789120800,325.96,325.96,325.7,325.74,6015
AAPL,1789121700,325.83,325.94,325.7,325.75,4719
AAPL,1789122600,325.68,326.32,325.68,326.21,9985
AAPL,1789123500,326.14,326.2,326.04,326.1,4314
AAPL,1789124400,326.13,326.46,326.1,326.44,37718
AAPL,1789125300,326.4,326.57,326.26,326.53,19605
AAPL,1789126200,326.52,326.74,326.42,326.73,28030
AAPL,1789127100,326.68,326.79,326.59,326.72,13605
AAPL,1789128000,326.68,327.39,326.0,326.5,36628
AAPL,1789128900,326.47,326.57,325.8,326.49,65754
AAPL,1789129800,326.5,326.57,324.5,325.42,127966
AAPL,1789130700,325.37,326.3,325.31,326.23,60871
AAPL,1789131600,326.07,326.77,326.06,326.3,65570
AAPL,1789132500,326.32,327.7,325.77,327.63,166732
AAPL,1789133400,327.45,334.27,326.3,333.35,7271276
AAPL,1789134300,333.39,333.76,331.01,332.47,2689869
AAPL,1789135200,332.4,332.93,331.66,331.7,1549627
AAPL,1789136100,331.74,334.59,331.66,334.09,2193079
AAPL,1789137000,334.09,334.91,332.42,334.7,2645308
AAPL,1789137900,334.71,335.43,334.21,334.98,2772719
AAPL,1789138800,335.0,336.22,334.94,335.54,2147642
AAPL,1789139700,335.51,336.16,335.08,335.57,1453255
AAPL,1789140600,335.54,335.54,334.62,334.79,1315948
AAPL,1789141500,334.79,334.85,333.69,333.92,1273194
AAPL,1789142400,333.95,334.77,333.63,334.69,1137539
AAPL,1789143300,334.67,334.84,333.96,334.17,1013108
AAPL,1789144200,334.17,334.44,333.93,334.13,747538
AAPL,1789145100,334.15,334.83,333.93,334.75,717154
AAPL,1789146000,334.75,334.85,334.12,334.35,573519
AAPL,1789146900,334.36,334.47,333.82,333.95,542180
AAPL,1789147800,333.96,334.3,333.13,333.21,875969
AAPL,1789148700,333.22,333.47,332.74,333.38,1059943
AAPL,1789149600,333.38,333.83,332.57,332.8,1044405
AAPL,1789150500,332.82,333.06,332.55,332.87,592837
AAPL,1789151400,332.86,333.19,332.73,332.9,705606
AAPL,1789152300,332.9,333.05,332.39,332.52,901992
AAPL,1789153200,332.51,333.0,332.4,332.56,881567
AAPL,1789154100,332.56,332.93,332.48,332.64,1673479
AAPL,1789155000,332.68,333.07,332.46,332.64,936788
AAPL,1789155900,332.63,332.89,332.06,332.23,2689747
AAPL,1789156800,332.27,332.63,332.11,332.54,681943
AAPL,1789157700,332.5,332.67,332.35,332.54,49026
AAPL,1789158600,332.55,332.6,332.27,332.46,108164
AAPL,1789159500,332.44,332.8,332.44,332.72,39092
AAPL,1789160400,332.69,332.69,332.46,332.6,7886
AAPL,1789161300,332.59,332.6,332.48,332.51,11652
AAPL,1789162200,332.52,332.52,332.45,332.45,4036
AAPL,1789163100,332.5,332.5,332.45,332.49,1921
AAPL,1789164000,332.5,332.75,332.49,332.6,7540
AAPL,1789164900,332.58,332.73,332.55,332.55,3521
AAPL,1789165800,332.61,332.7,332.51,332.6,14326
AAPL,1789166700,332.62,332.64,332.51,332.55,5310
AAPL,1789167600,332.55,332.55,332.51,332.55,2154
AAPL,1789168500,332.54,332.6,332.51,332.52,6917
AAPL,1789169400,332.52,332.55,332.51,332.54,9041
AAPL,1789170300,332.54,332.6,332.52,332.58,15157
AAPL,1789372800,330.01,332.0,328.75,331.71,111562
AAPL,1789373700,331.8,331.9,331.08,331.11,14000
AAPL,1789374600,331.05,331.05,330.38,330.47,15405
AAPL,1789375500,330.48,331.03,330.12,331.03,17814
AAPL,1789376400,331.1,331.27,330.25,330.25,12631
AAPL,1789377300,330.24,330.92,330.12,330.87,14586
AAPL,1789378200,330.87,331.38,330.85,331.33,13819
AAPL,1789379100,331.15,331.6,331.11,331.29,9787
AAPL,1789380000,331.2,331.65,331.11,331.43,9358
AAPL,1789380900,331.61,331.88,331.41,331.76,14116
AAPL,1789381800,331.74,331.81,331.35,331.35,7702
AAPL,1789382700,331.37,332.89,331.31,332.55,54715
AAPL,1789383600,332.55,334.0,332.5,333.31,93503
AAPL,1789384500,333.32,334.24,333.04,333.5,94602
AAPL,1789385400,333.5,333.89,333.35,333.84,40208
AAPL,1789386300,333.78,333.88,333.13,333.25,24829
AAPL,1789387200,333.26,333.31,332.15,332.54,65924
AAPL,1789388100,332.54,333.1,332.31,332.45,43153
AAPL,1789389000,332.4,332.61,331.8,332.35,48061
AAPL,1789389900,332.49,333.7,332.35,333.61,70846
AAPL,1789390800,333.67,334.0,333.22,333.85,73268
AAPL,1789391700,333.78,335.38,333.45,334.75,176994
AAPL,1789392600,334.79,334.83,331.34,332.5,3718445
AAPL,1789393500,332.46,335.08,332.03,333.94,2763055
AAPL,1789394400,333.94,334.64,333.41,333.51,1275725
AAPL,1789395300,333.52,333.57,332.47,333.19,1164783
AAPL,1789396200,333.18,333.47,332.42,332.97,1141316
AAPL,1789397100,332.96,333.2,332.12,332.93,1170415
AAPL,1789398000,332.98,333.46,332.42,332.71,869536
AAPL,1789398900,332.72,333.13,332.33,332.66,731180
AAPL,1789399800,332.65,334.65,332.64,334.39,1355280
AAPL,1789400700,334.4,335.5,334.4,335.04,1398918
AAPL,1789401600,335.06,335.49,334.45,334.9,898752
AAPL,1789402500,334.91,335.04,334.31,334.58,689506
AAPL,1789403400,334.59,334.99,334.1,334.89,665037
AAPL,1789404300,334.88,335.26,334.54,334.86,749854
AAPL,1789405200,334.86,335.21,334.19,334.8,744838
AAPL,1789406100,334.78,334.81,334.0,334.61,567403
AAPL,1789407000,334.62,334.71,334.26,334.56,409428
AAPL,1789407900,334.56,334.66,333.81,333.88,597919
AAPL,1789408800,333.88,334.16,333.56,334.14,515533
AAPL,1789409700,334.15,334.54,334.04,334.49,440776
AAPL,1789410600,334.49,334.61,333.48,334.53,964663
AAPL,1789411500,334.54,334.76,334.12,334.14,692704
AAPL,1789412400,334.17,335.38,333.84,335.25,1198373
AAPL,1789413300,335.24,335.42,334.29,334.4,1055012
AAPL,1789414200,334.4,334.59,333.93,333.93,946654
AAPL,1789415100,333.94,334.41,333.0,333.05,3237751
AAPL,1789416000,333.08,333.29,332.88,333.03,728686
AAPL,1789416900,333.02,333.04,332.82,332.92,145525
AAPL,1789417800,332.92,333.08,332.82,333.08,29904
AAPL,1789418700,332.88,333.0,332.82,332.9,6923
AAPL,1789419600,332.89,333.0,332.76,332.9,31990
AAPL,1789420500,332.9,332.98,332.81,332.83,4004
AAPL,1789421400,332.81,332.86,332.79,332.79,2742
AAPL,1789422300,332.78,332.82,332.76,332.8,2799
AAPL,1789423200,332.81,332.9,332.6,332.65,4318
AAPL,1789424100,332.69,332.69,332.48,332.5,9110
AAPL,1789425000,332.51,332.6,332.38,332.5,2742
AAPL,1789425900,332.39,332.5,332.37,332.47,5647
AAPL,1789426800,332.42,332.5,332.37,332.49,7821
AAPL,1789427700,332.43,332.43,332.1,332.28,5295
AAPL,1789428600,332.21,332.48,332.2,332.2,6000
AAPL,1789429500,332.21,332.38,332.11,332.21,6458
AAPL,1789459200,331.08,331.65,330.09,331.31,86249
AAPL,1789460100,331.2,331.29,330.63,331.04,14466
AAPL,1789461000,330.95,331.19,330.95,330.95,2200
AAPL,1789461900,331.03,331.05,330.75,330.82,4375
AAPL,1789462800,330.75,330.82,330.56,330.56,7939
AAPL,1789463700,330.65,330.73,330.58,330.73,4295
AAPL,1789464600,330.71,330.9,330.64,330.81,6106
AAPL,1789465500,330.66,330.82,330.6,330.75,5051
AAPL,1789466400,330.78,330.82,330.46,330.47,5535
AAPL,1789467300,330.46,330.59,330.09,330.57,34837
AAPL,1789468200,330.37,330.6,330.37,330.49,2766
AAPL,1789469100,330.45,331.0,330.45,331.0,6492
AAPL,1789470000,331.06,331.24,330.5,331.09,24220
AAPL,1789470900,331.02,331.2,330.82,331.07,12423
AAPL,1789471800,330.94,331.14,330.8,331.09,6150
AAPL,1789472700,331.11,331.49,331.0,331.3,14859
AAPL,1789473600,331.37,331.8,331.24,331.65,16655
AAPL,1789474500,331.59,331.65,331.26,331.28,13295
AAPL,1789475400,331.23,331.39,331.08,331.2,12512
AAPL,1789476300,331.21,331.51,331.07,331.45,17351
AAPL,1789477200,331.44,331.52,331.13,331.37,23672
AAPL,1789478100,331.37,331.81,329.76,330.19,108926
AAPL,1789479000,330.13,331.5,328.35,330.31,2287167
AAPL,1789479900,330.33,331.59,330.02,330.71,1428767
AAPL,1789480800,330.74,330.74,329.41,329.76,1610438
AAPL,1789481700,329.78,330.27,329.29,329.55,809130
AAPL,1789482600,329.45,329.98,328.87,329.53,1063734
AAPL,1789483500,329.52,330.3,329.42,329.76,932013
AAPL,1789484400,329.79,330.1,329.05,329.52,662886
AAPL,1789485300,329.5,330.33,329.26,329.91,1947120
AAPL,1789486200,329.92,330.01,329.34,329.9,564899
AAPL,1789487100,329.9,330.04,329.29,329.61,514123
AAPL,1789488000,329.61,330.43,329.5,330.11,575226
AAPL,1789488900,330.1,330.87,330.0,330.42,532826
AAPL,1789489800,330.4,330.63,329.77,329.92,565991
AAPL,1789490700,329.93,330.19,329.42,329.54,479888
AAPL,1789491600,329.53,329.96,329.48,329.84,635282
AAPL,1789492500,329.81,330.06,329.65,330.03,357391
AAPL,1789493400,330.04,330.57,330.04,330.52,441837
AAPL,1789494300,330.52,330.78,330.23,330.42,436895
AAPL,1789495200,330.42,330.83,330.32,330.68,448261
AAPL,1789496100,330.68,330.74,330.15,330.41,407811
AAPL,1789497000,330.4,330.5,330.09,330.3,468620
AAPL,1789497900,330.3,330.55,330.05,330.52,450978
AAPL,1789498800,330.51,330.59,330.11,330.18,446278
AAPL,1789499700,330.19,330.29,329.83,330.25,690937
AAPL,1789500600,330.24,330.37,329.85,330.26,933354
AAPL,1789501500,330.27,331.78,330.07,331.33,3499341
AAPL,1789502400,331.34,331.75,330.54,331.73,335107
AAPL,1789503300,331.68,331.74,331.4,331.53,8546
AAPL,1789504200,331.54,331.7,331.34,331.59,15676
AAPL,1789505100,331.69,331.78,331.61,331.72,6556
AAPL,1789506000,331.73,331.73,331.66,331.7,9066
AAPL,1789506900,331.64,331.71,331.63,331.63,3127
AAPL,1789507800,331.61,331.65,331.59,331.63,3258
AAPL,1789508700,331.63,331.65,331.6,331.63,2573
AAPL,1789509600,331.7,331.89,331.7,331.7,13948
AAPL,1789510500,331.58,331.85,331.58,331.71,2957
AAPL,1789511400,331.72,331.87,331.66,331.82,11005
AAPL,1789512300,331.84,331.9,331.75,331.86,7774
AAPL,1789513200,331.87,331.88,331.7,331.88,3860
AAPL,1789514100,331.75,331.88,331.75,331.88,1666
AAPL,1789515000,331.79,332.1,331.79,332.01,16081
AAPL,1789515900,332.09,332.1,331.9,332.0,4375
NVDA,1788940800,225.5,226.4,225.5,226.11,220602
NVDA,1788941700,226.09,226.4,226.0,226.38,52078
NVDA,1788942600,226.31,226.35,225.85,225.91,34869
NVDA,1788943500,225.91,226.2,225.85,226.1,23233
NVDA,1788944400,226.07,226.09,225.86,226.0,28459
NVDA,1788945300,225.95,225.96,225.65,225.83,23656
NVDA,1788946200,225.84,225.85,225.3,225.34,44487
NVDA,1788947100,225.32,225.42,224.1,224.24,138317
NVDA,1788948000,224.25,224.57,223.95,224.32,86530
NVDA,1788948900,224.27,224.6,224.09,224.5,78855
NVDA,1788949800,224.47,224.95,224.26,224.38,47953
NVDA,1788950700,224.36,224.55,224.17,224.39,60015
NVDA,1788951600,224.39,224.9,224.2,224.59,188831
NVDA,1788952500,224.56,224.82,224.3,224.67,108854
NVDA,1788953400,224.65,224.95,224.5,224.78,90941
NVDA,1788954300,224.8,225.35,224.72,224.89,114684
NVDA,1788955200,224.88,224.9,224.34,224.34,102937
NVDA,1788956100,224.37,224.79,224.36,224.5,82896
NVDA,1788957000,224.45,224.7,224.4,224.62,92582
NVDA,1788957900,224.62,224.79,224.51,224.61,67079
NVDA,1788958800,224.58,224.88,224.51,224.65,92557
NVDA,1788959700,224.67,225.32,224.28,225.31,222850
NVDA,1788960600,225.28,226.18,224.56,224.77,6535490
NVDA,1788961500,224.78,225.35,224.4,224.85,4419510
NVDA,1788962400,224.85,224.9,223.82,224.25,4427760
NVDA,1788963300,224.25,225.39,223.55,224.88,4623772
NVDA,1788964200,224.88,225.38,224.13,224.46,3408354
NVDA,1788965100,224.46,224.77,224.08,224.47,2482336
NVDA,1788966000,224.47,224.82,224.17,224.29,2768104
NVDA,1788966900,224.3,224.62,223.51,223.59,4816187
NVDA,1788967800,223.6,224.63,223.58,224.18,2537235
NVDA,1788968700,224.18,224.47,224.12,224.44,1622557
NVDA,1788969600,224.44,224.51,223.86,223.89,1512794
NVDA,1788970500,223.88,223.97,223.69,223.86,1569648
NVDA,1788971400,223.86,224.18,223.75,224.16,1102952
NVDA,1788972300,224.16,224.41,224.02,224.06,1220336
NVDA,1788973200,224.05,224.49,223.91,224.41,1254579
NVDA,1788974100,224.41,224.41,224.19,224.27,960923
NVDA,1788975000,224.27,224.38,224.05,224.33,1055779
NVDA,1788975900,224.33,224.39,224.12,224.24,1016820
NVDA,1788976800,224.24,224.42,224.05,224.12,1047554
NVDA,1788977700,224.12,224.26,223.9,224.19,1157434
NVDA,1788978600,224.19,224.25,224.09,224.16,851031
NVDA,1788979500,224.15,224.21,223.63,223.67,1496932
NVDA,1788980400,223.68,224.18,223.46,223.62,2459720
NVDA,1788981300,223.62,224.38,223.57,224.13,2127758
NVDA,1788982200,224.14,224.24,223.74,223.83,2098171
NVDA,1788983100,223.82,224.03,223.5,223.7,6451888
NVDA,1788984000,223.78,224.0,223.61,223.77,716881
NVDA,1788984900,223.78,223.79,223.65,223.79,84946
NVDA,1788985800,223.75,223.76,223.7,223.72,41787
NVDA,1788986700,223.72,223.72,223.63,223.68,46543
NVDA,1788987600,223.68,223.72,223.65,223.65,20890
NVDA,1788988500,223.65,223.68,223.62,223.65,22146
NVDA,1788989400,223.66,223.68,223.6,223.6,18609
NVDA,1788990300,223.61,223.63,223.51,223.57,3382161
NVDA,1788991200,223.6,223.65,223.47,223.58,38305
NVDA,1788992100,223.48,223.56,223.47,223.47,48141
NVDA,1788993000,223.49,223.66,223.46,223.6,30233
NVDA,1788993900,223.65,223.65,223.51,223.53,21679
NVDA,1788994800,223.53,223.56,223.5,223.53,19956
NVDA,1788995700,223.53,223.59,223.5,223.5,25972
NVDA,1788996600,223.51,223.53,223.46,223.5,25379
NVDA,1788997500,223.53,223.67,223.47,223.67,39229
NVDA,1789027200,223.1,223.45,222.7,223.01,230868
NVDA,1789028100,223.0,223.6,222.87,223.42,52823
NVDA,1789029000,223.39,223.59,223.22,223.22,43942
NVDA,1789029900,223.29,223.32,223.09,223.22,11697
NVDA,1789030800,223.17,223.46,223.17,223.45,24923
NVDA,1789031700,223.44,223.55,223.4,223.55,46384
NVDA,1789032600,223.41,223.45,223.03,223.21,22878
NVDA,1789033500,223.24,223.41,223.22,223.26,17798
NVDA,1789034400,223.22,223.39,223.18,223.2,8915
NVDA,1789035300,223.27,223.27,223.1,223.12,12613
NVDA,1789036200,223.18,223.2,222.75,223.0,46814
NVDA,1789037100,223.05,223.2,222.75,223.03,27590
NVDA,1789038000,222.98,223.17,222.56,222.65,118455
NVDA,1789038900,222.83,222.83,222.46,222.56,79295
NVDA,1789039800,222.58,222.75,222.45,222.5,51716
NVDA,1789040700,222.5,222.5,222.08,222.26,126960
NVDA,1789041600,222.22,222.49,221.8,222.2,226133
NVDA,1789042500,222.26,222.26,221.7,222.05,171183
NVDA,1789043400,221.9,222.2,220.77,220.86,465792
NVDA,1789044300,220.9,223.42,220.23,220.25,1473004
NVDA,1789045200,220.28,220.8,220.28,220.6,358526
NVDA,1789046100,220.58,221.17,220.22,220.56,542970
NVDA,1789047000,220.53,220.99,218.29,218.31,10747652
NVDA,1789047900,218.31,218.9,217.2,217.38,6503003
NVDA,1789048800,217.39,218.43,217.29,217.99,4344428
NVDA,1789049700,217.98,219.06,217.85,218.23,4396646
NVDA,1789050600,218.23,218.52,217.97,218.33,3354444
NVDA,1789051500,218.32,218.57,217.76,218.15,3427768
NVDA,1789052400,218.15,218.59,217.93,218.33,2964601
NVDA,1789053300,218.32,218.5,217.8,218.15,2363551
NVDA,1789054200,218.14,219.0,218.01,218.74,2900445
NVDA,1789055100,218.74,219.12,218.5,218.78,2095989
NVDA,1789056000,218.8,219.19,218.3,218.32,2900045
NVDA,1789056900,218.33,218.72,217.52,217.75,2946541
NVDA,1789057800,217.75,218.44,217.64,218.44,3377202
NVDA,1789058700,218.43,218.9,218.42,218.75,1553633
NVDA,1789059600,218.76,219.13,218.62,218.74,2000570
NVDA,1789060500,218.75,218.85,218.45,218.69,1318104
NVDA,1789061400,218.69,218.69,218.12,218.36,1635500
NVDA,1789062300,218.37,218.62,218.29,218.37,1159951
NVDA,1789063200,218.37,218.53,218.02,218.18,1277898
NVDA,1789064100,218.17,218.32,218.03,218.03,1112710
NVDA,1789065000,218.03,218.09,217.75,217.91,1691314
NVDA,1789065900,217.92,218.45,217.82,218.23,1755989
NVDA,1789066800,218.23,218.29,217.68,217.97,2144385
NVDA,1789067700,217.97,218.38,217.97,218.3,1932847
NVDA,1789068600,218.31,218.75,218.2,218.46,3811053
NVDA,1789069500,218.47,218.97,218.22,218.4,6580299
NVDA,1789070400,218.36,218.55,218.15,218.55,855310
NVDA,1789071300,218.56,218.65,218.45,218.51,177009
NVDA,1789072200,218.47,218.52,218.3,218.47,79980
NVDA,1789073100,218.45,218.49,218.32,218.41,50506
NVDA,1789074000,218.39,220.0,218.36,219.45,469707
NVDA,1789074900,219.34,219.42,218.77,218.84,115495
NVDA,1789075800,218.84,218.92,218.55,218.55,53164
NVDA,1789076700,218.64,218.83,218.38,218.77,3487409
NVDA,1789077600,218.73,218.9,218.69,218.83,45634
NVDA,1789078500,218.81,218.9,218.6,218.63,32347
NVDA,1789079400,218.65,218.65,218.35,218.37,51434
NVDA,1789080300,218.36,218.56,218.32,218.35,24370
NVDA,1789081200,218.39,218.45,218.25,218.35,32990
NVDA,1789082100,218.3,218.36,218.17,218.21,28638
NVDA,1789083000,218.26,218.31,218.1,218.1,41688
NVDA,1789083900,218.11,218.15,217.68,217.76,71207
NVDA,1789113600,220.0,220.09,217.8,219.54,410896
NVDA,1789114500,219.6,220.25,219.52,220.1,42883
NVDA,1789115400,220.1,220.3,220.05,220.12,42806
NVDA,1789116300,220.12,220.39,220.11,220.33,36176
NVDA,1789117200,220.3,220.56,219.84,220.05,68765
NVDA,1789118100,220.03,220.4,220.03,220.28,49442
NVDA,1789119000,220.3,220.31,220.11,220.11,19144
NVDA,1789119900,220.13,220.34,220.11,220.34,17967
NVDA,1789120800,220.3,220.5,220.16,220.33,43991
NVDA,1789121700,220.35,220.38,220.19,220.19,32116
NVDA,1789122600,220.19,220.27,220.15,220.16,23630
NVDA,1789123500,220.17,220.26,220.1,220.15,26970
NVDA,1789124400,220.13,220.19,219.59,219.82,147157
NVDA,1789125300,219.82,220.12,219.75,219.9,95103
NVDA,1789126200,219.92,220.03,219.75,219.84,71771
NVDA,1789127100,219.88,219.9,219.56,219.63,95422
NVDA,1789128000,219.65,219.8,219.1,219.25,260714
NVDA,1789128900,219.23,219.8,219.13,219.62,176148
NVDA,1789129800,219.6,219.92,218.34,219.92,2527532
NVDA,1789130700,219.89,221.53,219.81,221.3,630811
NVDA,1789131600,221.36,221.89,220.83,220.95,501924
NVDA,1789132500,220.96,221.47,220.71,221.29,270249
NVDA,1789133400,221.24,221.34,219.03,220.06,6813042
NVDA,1789134300,220.07,221.71,219.34,221.61,5507567
NVDA,1789135200,221.62,222.0,220.8,221.17,5031009
NVDA,1789136100,221.17,221.93,220.65,221.6,3798943
NVDA,1789137000,221.59,221.59,219.67,219.78,4513766
NVDA,1789137900,219.78,220.11,219.3,219.47,2877450
